MATGAME,http://www.spoj.pl/problems/MATGAME,Grundy numbers
MUDDY,http://www.spoj.pl/problems/MUDDY,Maximum Matching
PLD,http://www.spoj.pl/problems/PLD,"Suffix Arrays, Manacher's"
TWENDS,http://www.spoj.pl/problems/TWENDS,dp
BOTTOM,http://www.spoj.pl/problems/BOTTOM,Strongly Connected Components
CORNET,http://www.spoj.pl/problems/CORNET,Disjoint Set Data Structure
EPALIN,http://www.spoj.pl/problems/EPALIN,"KMP, Manacher's"
MDOLLS,http://www.spoj.pl/problems/MDOLLS,Greedy
QTREE2,http://www.spoj.pl/problems/QTREE2,Lowest Common Ancestor
TWOPATHS,http://www.spoj.pl/problems/TWOPATHS,dp on tree
BUILDING,http://www.spoj.pl/problems/BUILDING,Line Sweep
CPCRC1C,http://www.spoj.pl/problems/CPCRC1C,Simple dp
FASTFLOW,http://www.spoj.pl/problems/FASTFLOW,Maximum Flow
MROADS,http://www.spoj.pl/problems/MROADS,Binary search
SCITIES,http://www.spoj.pl/problems/SCITIES,Hungarian Algorithm
CATM,http://www.spoj.pl/problems/CATM,BFS
CTRICK,http://www.spoj.pl/problems/CTRICK,Segment Tree
GREED,http://www.spoj.pl/problems/GREED,Minimum Cost Maximum Flow
MSE06I,http://www.spoj.pl/problems/MSE06I,Minimum Cost Maximum Flow
NUMOFPAL,http://www.spoj.pl/problems/NUMOFPAL,"Suffix Arrays, Manacher's"
SHOP2,http://www.spoj.pl/problems/SHOP2,Maximum Flow
"",http://www.spoj.pl/problems/,""
ABA12C,http://www.spoj.pl/problems/ABA12C,dp
ACQUIRE,http://www.spoj.pl/problems/ACQUIRE,dp convex hull trick
ACTIV,http://www.spoj.pl/problems/ACTIV,"dp, binary search"
ADDREV,http://www.spoj.pl/problems/ADDREV,ad hoc
ADFRUITS,http://www.spoj.pl/problems/ADFRUITS,"dp lcs, backtracking"
AEROLITE,http://www.spoj.pl/problems/AEROLITE,dp
AGGRCOW,http://www.spoj.pl/problems/AGGRCOW,binary search
AKVQLD03,http://www.spoj.pl/problems/AKVQLD03,binary indexed tree
ALIEN,http://www.spoj.pl/problems/ALIEN,sliding window
ALLIZWEL,http://www.spoj.pl/problems/ALLIZWEL,dfs
AMR10G,http://www.spoj.pl/problems/AMR10G,ad hoc
AMR11E,http://www.spoj.pl/problems/AMR11E,"sieve, math"
AMR12D,http://www.spoj.pl/problems/AMR12D,ad hoc
APIO10A,http://www.spoj.pl/problems/APIO10A,dp convex hull trick
APS,http://www.spoj.pl/problems/APS,sieve
ARRAYSUB,http://www.spoj.pl/problems/ARRAYSUB,rmq
ATOMS,http://www.spoj.pl/problems/ATOMS,"simple math, biginteger"
BADXOR,http://www.spoj.pl/problems/BADXOR,dp
BANKROB,http://www.spoj.pl/problems/BANKROB,maxflow
